run,step,H_p_bar_t,H_pt,KL_pt_ps,L_iso,L_iso_cov,L_iso_mean,batch_KL,grad_norm_total,infonce_acc,loss,lr,neg_cos,pos_cos,teacher_momentum,teacher_temp
simcse_repro_1epoch_s42,2340,,,,,,,,0.0038,1.0,0.0001,2.54e-05,0.0151,0.8035,,
simcse_repro_1epoch_s42,2350,,,,,,,,0.0024,1.0,0.0001,2.54e-05,0.0106,0.8097,,
simcse_repro_1epoch_s42,2360,,,,,,,,0.0041,1.0,0.0001,2.54e-05,0.0177,0.795,,
simcse_repro_1epoch_s42,2370,,,,,,,,0.0055,1.0,0.0001,2.54e-05,0.0117,0.8139,,
simcse_repro_1epoch_s42,2380,,,,,,,,0.0021,1.0,0.0001,2.54e-05,0.0078,0.8073,,
simcse_repro_1epoch_s42,2390,,,,,,,,0.0015,1.0,0.0,2.53e-05,0.0065,0.8056,,
simcse_repro_1epoch_s42,2400,,,,,,,,0.0013,1.0,0.0,2.53e-05,0.0103,0.8046,,
simcse_repro_1epoch_s42,2410,,,,,,,,0.0025,1.0,0.0001,2.53e-05,0.0079,0.8048,,
simcse_repro_1epoch_s42,2420,,,,,,,,0.0094,1.0,0.0001,2.53e-05,0.0049,0.802,,
simcse_repro_1epoch_s42,2430,,,,,,,,0.0023,1.0,0.0001,2.53e-05,0.0057,0.8095,,
simcse_repro_1epoch_s42,2440,,,,,,,,0.0024,1.0,0.0001,2.52e-05,0.0096,0.7993,,
simcse_repro_1epoch_s42,2450,,,,,,,,0.0011,1.0,0.0,2.52e-05,0.0091,0.8028,,
simcse_repro_1epoch_s42,2460,,,,,,,,0.0041,1.0,0.0001,2.52e-05,0.0052,0.8023,,
simcse_repro_1epoch_s42,2470,,,,,,,,0.0021,1.0,0.0001,2.52e-05,0.0096,0.8019,,
simcse_repro_1epoch_s42,2480,,,,,,,,0.0031,1.0,0.0001,2.52e-05,0.0232,0.8111,,
simcse_repro_1epoch_s42,2490,,,,,,,,0.0022,1.0,0.0001,2.51e-05,0.0284,0.8047,,
simcse_repro_1epoch_s42,2500,,,,,,,,0.003,1.0,0.0001,2.51e-05,0.0301,0.8026,,
simcse_repro_1epoch_s42,2510,,,,,,,,0.002,1.0,0.0001,2.51e-05,0.021,0.8092,,
simcse_repro_1epoch_s42,2520,,,,,,,,0.0065,1.0,0.0001,2.51e-05,0.0169,0.8097,,
simcse_repro_1epoch_s42,2530,,,,,,,,0.0023,1.0,0.0001,2.51e-05,0.0175,0.8064,,
simcse_repro_1epoch_s42,2540,,,,,,,,0.002,1.0,0.0,2.51e-05,0.0151,0.8069,,
simcse_repro_1epoch_s42,2550,,,,,,,,0.0075,1.0,0.0001,2.5e-05,0.0102,0.8062,,
simcse_repro_1epoch_s42,2560,,,,,,,,0.0047,1.0,0.0001,2.5e-05,0.0106,0.8045,,
simcse_repro_1epoch_s42,2570,,,,,,,,0.0013,1.0,0.0,2.5e-05,0.0089,0.8095,,
simcse_repro_1epoch_s42,2580,,,,,,,,0.0012,1.0,0.0,2.5e-05,0.0072,0.8112,,
simcse_repro_1epoch_s42,2590,,,,,,,,0.0018,1.0,0.0001,2.5e-05,0.0059,0.8016,,
simcse_repro_1epoch_s42,2600,,,,,,,,0.0015,1.0,0.0,2.49e-05,0.0081,0.8099,,
simcse_repro_1epoch_s42,2610,,,,,,,,0.0053,1.0,0.0001,2.49e-05,0.0078,0.8085,,
simcse_repro_1epoch_s42,2620,,,,,,,,0.0249,1.0,0.0002,2.49e-05,0.0066,0.8039,,
simcse_repro_1epoch_s42,2630,,,,,,,,0.0027,1.0,0.0001,2.49e-05,0.0065,0.8056,,
simcse_repro_1epoch_s42,2640,,,,,,,,0.0009,1.0,0.0,2.49e-05,0.0067,0.8133,,
simcse_repro_1epoch_s42,2650,,,,,,,,0.0015,1.0,0.0001,2.48e-05,0.0084,0.8053,,
simcse_repro_1epoch_s42,2660,,,,,,,,0.0016,1.0,0.0,2.48e-05,0.0077,0.8166,,
simcse_repro_1epoch_s42,2670,,,,,,,,0.0016,1.0,0.0,2.48e-05,0.0105,0.8089,,
simcse_repro_1epoch_s42,2680,,,,,,,,0.0025,1.0,0.0001,2.48e-05,0.007,0.8062,,
simcse_repro_1epoch_s42,2690,,,,,,,,0.0012,1.0,0.0,2.48e-05,0.0071,0.8097,,
simcse_repro_1epoch_s42,2700,,,,,,,,0.0027,1.0,0.0,2.47e-05,0.0035,0.8049,,
simcse_repro_1epoch_s42,2710,,,,,,,,0.0019,1.0,0.0,2.47e-05,0.006,0.8119,,
simcse_repro_1epoch_s42,2720,,,,,,,,0.0054,1.0,0.0001,2.47e-05,0.0046,0.809,,
simcse_repro_1epoch_s42,2730,,,,,,,,0.0011,1.0,0.0,2.47e-05,0.0051,0.8039,,
simcse_repro_1epoch_s42,2740,,,,,,,,0.001,1.0,0.0,2.47e-05,0.0104,0.8165,,
simcse_repro_1epoch_s42,2750,,,,,,,,0.0025,1.0,0.0001,2.46e-05,0.005,0.8069,,
simcse_repro_1epoch_s42,2760,,,,,,,,0.0014,1.0,0.0,2.46e-05,0.0035,0.8153,,
simcse_repro_1epoch_s42,2770,,,,,,,,0.003,1.0,0.0001,2.46e-05,0.0042,0.813,,
simcse_repro_1epoch_s42,2780,,,,,,,,0.0052,1.0,0.0001,2.46e-05,0.0055,0.811,,
simcse_repro_1epoch_s42,2790,,,,,,,,0.0016,1.0,0.0,2.46e-05,0.0072,0.8051,,
simcse_repro_1epoch_s42,2800,,,,,,,,0.0013,1.0,0.0,2.45e-05,0.0193,0.8103,,
simcse_repro_1epoch_s42,2810,,,,,,,,0.0333,1.0,0.0003,2.45e-05,0.0232,0.8099,,
simcse_repro_1epoch_s42,2820,,,,,,,,0.0016,1.0,0.0001,2.45e-05,0.0162,0.8035,,
simcse_repro_1epoch_s42,2830,,,,,,,,0.0015,1.0,0.0001,2.45e-05,0.0202,0.8068,,
simcse_repro_1epoch_s42,2840,,,,,,,,0.0015,1.0,0.0001,2.45e-05,0.0195,0.8105,,
simcse_repro_1epoch_s42,2850,,,,,,,,0.0019,1.0,0.0001,2.44e-05,0.0125,0.8107,,
simcse_repro_1epoch_s42,2860,,,,,,,,0.0032,1.0,0.0001,2.44e-05,0.0112,0.8069,,
simcse_repro_1epoch_s42,2870,,,,,,,,0.0047,1.0,0.0001,2.44e-05,0.0093,0.806,,
simcse_repro_1epoch_s42,2880,,,,,,,,0.002,1.0,0.0,2.44e-05,0.0098,0.8057,,
simcse_repro_1epoch_s42,2890,,,,,,,,0.3252,1.0,0.0044,2.44e-05,0.0121,0.8077,,
simcse_repro_1epoch_s42,2900,,,,,,,,0.0014,1.0,0.0,2.43e-05,0.0141,0.8085,,
simcse_repro_1epoch_s42,2910,,,,,,,,0.0018,1.0,0.0001,2.43e-05,0.0163,0.8104,,
simcse_repro_1epoch_s42,2920,,,,,,,,0.0016,1.0,0.0001,2.43e-05,0.0223,0.8112,,
simcse_repro_1epoch_s42,2930,,,,,,,,0.0021,1.0,0.0001,2.43e-05,0.0228,0.8013,,
simcse_repro_1epoch_s42,2940,,,,,,,,0.0012,1.0,0.0,2.43e-05,0.0156,0.8037,,
simcse_repro_1epoch_s42,2950,,,,,,,,0.0042,1.0,0.0001,2.43e-05,0.0106,0.8104,,
simcse_repro_1epoch_s42,2960,,,,,,,,0.002,1.0,0.0001,2.42e-05,0.0119,0.8029,,
simcse_repro_1epoch_s42,2970,,,,,,,,0.0204,1.0,0.0002,2.42e-05,0.0054,0.7997,,
simcse_repro_1epoch_s42,2980,,,,,,,,0.0027,1.0,0.0001,2.42e-05,0.0074,0.7978,,
simcse_repro_1epoch_s42,2990,,,,,,,,0.002,1.0,0.0001,2.42e-05,0.0091,0.8106,,
simcse_repro_1epoch_s42,3000,,,,,,,,0.002,1.0,0.0001,2.42e-05,0.0043,0.8113,,
simcse_repro_1epoch_s42,3010,,,,,,,,0.0016,1.0,0.0,2.41e-05,0.0038,0.8074,,
simcse_repro_1epoch_s42,3020,,,,,,,,0.0011,1.0,0.0,2.41e-05,0.0034,0.8192,,
simcse_repro_1epoch_s42,3030,,,,,,,,0.0017,1.0,0.0,2.41e-05,0.0097,0.8159,,
simcse_repro_1epoch_s42,3040,,,,,,,,0.007,1.0,0.0001,2.41e-05,0.0441,0.8122,,
simcse_repro_1epoch_s42,3050,,,,,,,,0.0046,1.0,0.0001,2.41e-05,0.0498,0.8223,,
simcse_repro_1epoch_s42,3060,,,,,,,,0.0027,1.0,0.0001,2.4e-05,0.0462,0.8245,,
simcse_repro_1epoch_s42,3070,,,,,,,,0.0028,1.0,0.0001,2.4e-05,0.0334,0.8229,,
simcse_repro_1epoch_s42,3080,,,,,,,,0.0027,1.0,0.0001,2.4e-05,0.0296,0.8165,,
simcse_repro_1epoch_s42,3090,,,,,,,,0.0012,1.0,0.0,2.4e-05,0.0253,0.8155,,
simcse_repro_1epoch_s42,3100,,,,,,,,0.0013,1.0,0.0,2.4e-05,0.021,0.8105,,
simcse_repro_1epoch_s42,3110,,,,,,,,0.0014,1.0,0.0001,2.39e-05,0.0205,0.8108,,
simcse_repro_1epoch_s42,3120,,,,,,,,0.0052,1.0,0.0001,2.39e-05,0.0153,0.8167,,
simcse_repro_1epoch_s42,3130,,,,,,,,0.0013,1.0,0.0,2.39e-05,0.0129,0.8137,,
simcse_repro_1epoch_s42,3140,,,,,,,,0.001,1.0,0.0,2.39e-05,0.0109,0.8193,,
simcse_repro_1epoch_s42,3150,,,,,,,,0.0018,1.0,0.0,2.39e-05,0.011,0.813,,
simcse_repro_1epoch_s42,3160,,,,,,,,0.0013,1.0,0.0,2.38e-05,0.0085,0.8133,,
simcse_repro_1epoch_s42,3170,,,,,,,,0.0013,1.0,0.0,2.38e-05,0.0094,0.8134,,
simcse_repro_1epoch_s42,3180,,,,,,,,0.0035,1.0,0.0001,2.38e-05,0.011,0.8102,,
simcse_repro_1epoch_s42,3190,,,,,,,,0.0014,1.0,0.0,2.38e-05,0.0072,0.8176,,
simcse_repro_1epoch_s42,3200,,,,,,,,0.001,1.0,0.0,2.38e-05,0.0076,0.8142,,
simcse_repro_1epoch_s42,3210,,,,,,,,0.0107,1.0,0.0001,2.37e-05,0.007,0.8141,,
simcse_repro_1epoch_s42,3220,,,,,,,,0.0037,1.0,0.0001,2.37e-05,0.0095,0.8117,,
simcse_repro_1epoch_s42,3230,,,,,,,,0.0014,1.0,0.0,2.37e-05,0.0069,0.8074,,
simcse_repro_1epoch_s42,3240,,,,,,,,0.0027,1.0,0.0001,2.37e-05,0.0031,0.82,,
simcse_repro_1epoch_s42,3250,,,,,,,,0.0014,1.0,0.0,2.37e-05,0.0059,0.8185,,
simcse_repro_1epoch_s42,3260,,,,,,,,0.0012,1.0,0.0,2.36e-05,0.0067,0.8184,,
simcse_repro_1epoch_s42,3270,,,,,,,,0.002,1.0,0.0,2.36e-05,0.0059,0.8227,,
simcse_repro_1epoch_s42,3280,,,,,,,,0.001,1.0,0.0,2.36e-05,0.0084,0.8231,,
simcse_repro_1epoch_s42,3290,,,,,,,,0.0013,1.0,0.0,2.36e-05,0.0035,0.8164,,
simcse_repro_1epoch_s42,3300,,,,,,,,0.003,1.0,0.0,2.36e-05,0.0036,0.8197,,
simcse_repro_1epoch_s42,3310,,,,,,,,0.0039,1.0,0.0001,2.36e-05,0.0052,0.8245,,
simcse_repro_1epoch_s42,3320,,,,,,,,0.0011,1.0,0.0,2.35e-05,0.009,0.8176,,
simcse_repro_1epoch_s42,3330,,,,,,,,0.0018,1.0,0.0,2.35e-05,0.0064,0.8138,,
simcse_repro_1epoch_s42,3340,,,,,,,,0.0013,1.0,0.0,2.35e-05,0.0014,0.8166,,
simcse_repro_1epoch_s42,3350,,,,,,,,0.0018,1.0,0.0,2.35e-05,0.0029,0.815,,
simcse_repro_1epoch_s42,3360,,,,,,,,0.0009,1.0,0.0,2.35e-05,0.0002,0.822,,
simcse_repro_1epoch_s42,3370,,,,,,,,0.0056,1.0,0.0001,2.34e-05,0.0008,0.8246,,
simcse_repro_1epoch_s42,3380,,,,,,,,0.001,1.0,0.0,2.34e-05,0.0048,0.8164,,
simcse_repro_1epoch_s42,3390,,,,,,,,0.0009,1.0,0.0,2.34e-05,0.0057,0.819,,
simcse_repro_1epoch_s42,3400,,,,,,,,0.0013,1.0,0.0,2.34e-05,0.0002,0.8164,,
simcse_repro_1epoch_s42,3410,,,,,,,,0.0012,1.0,0.0,2.34e-05,0.0028,0.8178,,
simcse_repro_1epoch_s42,3420,,,,,,,,0.0082,1.0,0.0001,2.33e-05,-0.0008,0.8196,,
simcse_repro_1epoch_s42,3430,,,,,,,,0.0014,1.0,0.0,2.33e-05,0.0049,0.8227,,
simcse_repro_1epoch_s42,3440,,,,,,,,0.001,1.0,0.0,2.33e-05,0.0015,0.8193,,
simcse_repro_1epoch_s42,3450,,,,,,,,0.0015,1.0,0.0,2.33e-05,0.0048,0.8251,,
simcse_repro_1epoch_s42,3460,,,,,,,,0.0012,1.0,0.0,2.33e-05,-0.0002,0.8128,,
simcse_repro_1epoch_s42,3470,,,,,,,,0.0008,1.0,0.0,2.32e-05,-0.0005,0.8212,,
simcse_repro_1epoch_s42,3480,,,,,,,,0.0015,1.0,0.0,2.32e-05,0.0002,0.8195,,
simcse_repro_1epoch_s42,3490,,,,,,,,0.0012,1.0,0.0,2.32e-05,-0.0001,0.8168,,
simcse_repro_1epoch_s42,3500,,,,,,,,0.0022,1.0,0.0,2.32e-05,0.0023,0.8229,,
simcse_repro_1epoch_s42,3510,,,,,,,,0.0038,1.0,0.0001,2.32e-05,0.0063,0.8173,,
simcse_repro_1epoch_s42,3520,,,,,,,,0.0009,1.0,0.0,2.31e-05,-0.0008,0.8219,,
simcse_repro_1epoch_s42,3530,,,,,,,,0.001,1.0,0.0,2.31e-05,0.002,0.8242,,
simcse_repro_1epoch_s42,3540,,,,,,,,0.0011,1.0,0.0,2.31e-05,0.0059,0.8165,,
simcse_repro_1epoch_s42,3550,,,,,,,,0.0035,1.0,0.0001,2.31e-05,0.0084,0.8171,,
simcse_repro_1epoch_s42,3560,,,,,,,,0.0042,1.0,0.0001,2.31e-05,0.0102,0.822,,
simcse_repro_1epoch_s42,3570,,,,,,,,0.0017,1.0,0.0,2.3e-05,0.0035,0.8126,,
simcse_repro_1epoch_s42,3580,,,,,,,,0.0021,1.0,0.0,2.3e-05,0.0072,0.814,,
simcse_repro_1epoch_s42,3590,,,,,,,,0.0005,1.0,0.0,2.3e-05,0.0067,0.825,,
simcse_repro_1epoch_s42,3600,,,,,,,,0.0024,1.0,0.0,2.3e-05,0.0076,0.8175,,
simcse_repro_1epoch_s42,3610,,,,,,,,0.0027,1.0,0.0001,2.3e-05,0.0067,0.8143,,
simcse_repro_1epoch_s42,3620,,,,,,,,0.0014,1.0,0.0,2.29e-05,0.0074,0.8172,,
simcse_repro_1epoch_s42,3630,,,,,,,,0.0024,1.0,0.0001,2.29e-05,0.0057,0.8151,,
simcse_repro_1epoch_s42,3640,,,,,,,,0.0008,1.0,0.0,2.29e-05,0.0039,0.8243,,
simcse_repro_1epoch_s42,3650,,,,,,,,0.0009,1.0,0.0,2.29e-05,0.0032,0.818,,
simcse_repro_1epoch_s42,3660,,,,,,,,0.0006,1.0,0.0,2.29e-05,0.0025,0.8198,,
simcse_repro_1epoch_s42,3670,,,,,,,,0.0007,1.0,0.0,2.28e-05,0.0012,0.8208,,
simcse_repro_1epoch_s42,3680,,,,,,,,0.0011,1.0,0.0,2.28e-05,0.0054,0.8201,,
simcse_repro_1epoch_s42,3690,,,,,,,,0.0012,1.0,0.0,2.28e-05,0.0033,0.8149,,
simcse_repro_1epoch_s42,3700,,,,,,,,0.0041,1.0,0.0001,2.28e-05,0.0056,0.8211,,
simcse_repro_1epoch_s42,3710,,,,,,,,0.001,1.0,0.0,2.28e-05,0.0066,0.8188,,
simcse_repro_1epoch_s42,3720,,,,,,,,0.0013,1.0,0.0,2.28e-05,0.0061,0.818,,
simcse_repro_1epoch_s42,3730,,,,,,,,0.0025,1.0,0.0001,2.27e-05,0.0131,0.818,,
simcse_repro_1epoch_s42,3740,,,,,,,,0.0022,1.0,0.0,2.27e-05,0.0057,0.8211,,
simcse_repro_1epoch_s42,3750,,,,,,,,0.0008,1.0,0.0,2.27e-05,0.0117,0.8256,,
simcse_repro_1epoch_s42,3760,,,,,,,,0.0009,1.0,0.0,2.27e-05,0.0,0.8188,,
simcse_repro_1epoch_s42,3770,,,,,,,,0.0023,1.0,0.0,2.27e-05,0.0352,0.8353,,
simcse_repro_1epoch_s42,3780,,,,,,,,0.0018,1.0,0.0001,2.26e-05,0.0557,0.84,,
simcse_repro_1epoch_s42,3790,,,,,,,,0.001,1.0,0.0,2.26e-05,0.0441,0.8381,,
simcse_repro_1epoch_s42,3800,,,,,,,,0.0025,1.0,0.0001,2.26e-05,0.0389,0.8372,,
simcse_repro_1epoch_s42,3810,,,,,,,,0.0022,1.0,0.0001,2.26e-05,0.0276,0.8222,,
simcse_repro_1epoch_s42,3820,,,,,,,,0.0082,1.0,0.0001,2.26e-05,0.0177,0.831,,
simcse_repro_1epoch_s42,3830,,,,,,,,0.001,1.0,0.0,2.25e-05,0.0189,0.8318,,
simcse_repro_1epoch_s42,3840,,,,,,,,0.0013,1.0,0.0,2.25e-05,0.0113,0.8236,,
simcse_repro_1epoch_s42,3850,,,,,,,,0.0011,1.0,0.0,2.25e-05,0.015,0.8302,,
simcse_repro_1epoch_s42,3860,,,,,,,,0.0034,1.0,0.0001,2.25e-05,0.0105,0.8373,,
simcse_repro_1epoch_s42,3870,,,,,,,,0.0042,1.0,0.0001,2.25e-05,0.0088,0.8281,,
simcse_repro_1epoch_s42,3880,,,,,,,,0.0017,1.0,0.0,2.24e-05,0.0086,0.8311,,
simcse_repro_1epoch_s42,3890,,,,,,,,0.0008,1.0,0.0,2.24e-05,0.0135,0.8275,,
simcse_repro_1epoch_s42,3900,,,,,,,,0.0094,1.0,0.0001,2.24e-05,0.009,0.8319,,
simcse_repro_1epoch_s42,3910,,,,,,,,0.0006,1.0,0.0,2.24e-05,0.018,0.8356,,
simcse_repro_1epoch_s42,3920,,,,,,,,0.0109,1.0,0.0001,2.24e-05,0.016,0.8286,,
simcse_repro_1epoch_s42,3930,,,,,,,,0.0012,1.0,0.0,2.23e-05,0.0148,0.8299,,
simcse_repro_1epoch_s42,3940,,,,,,,,0.0009,1.0,0.0,2.23e-05,0.0127,0.8269,,
simcse_repro_1epoch_s42,3950,,,,,,,,0.0025,1.0,0.0,2.23e-05,0.0121,0.8204,,
simcse_repro_1epoch_s42,3960,,,,,,,,0.0012,1.0,0.0,2.23e-05,0.0099,0.8253,,
simcse_repro_1epoch_s42,3970,,,,,,,,0.0014,1.0,0.0,2.23e-05,0.0085,0.827,,
simcse_repro_1epoch_s42,3980,,,,,,,,0.0012,1.0,0.0,2.22e-05,0.0062,0.8311,,
simcse_repro_1epoch_s42,3990,,,,,,,,0.0008,1.0,0.0,2.22e-05,0.0017,0.8261,,
simcse_repro_1epoch_s42,4000,,,,,,,,0.0009,1.0,0.0,2.22e-05,0.0047,0.8233,,
simcse_repro_1epoch_s42,4010,,,,,,,,0.0015,1.0,0.0,2.22e-05,0.0059,0.8252,,
simcse_repro_1epoch_s42,4020,,,,,,,,0.0005,1.0,0.0,2.22e-05,0.0049,0.8319,,
simcse_repro_1epoch_s42,4030,,,,,,,,0.0013,1.0,0.0,2.21e-05,0.0085,0.8314,,
simcse_repro_1epoch_s42,4040,,,,,,,,0.0007,1.0,0.0,2.21e-05,0.0056,0.8276,,
simcse_repro_1epoch_s42,4050,,,,,,,,0.0051,1.0,0.0001,2.21e-05,0.0068,0.8198,,
simcse_repro_1epoch_s42,4060,,,,,,,,0.0057,1.0,0.0001,2.21e-05,0.0086,0.8265,,
simcse_repro_1epoch_s42,4070,,,,,,,,0.0013,1.0,0.0,2.21e-05,0.0105,0.8246,,
simcse_repro_1epoch_s42,4080,,,,,,,,0.0054,1.0,0.0001,2.21e-05,0.0313,0.8348,,
simcse_repro_1epoch_s42,4090,,,,,,,,0.0029,1.0,0.0001,2.2e-05,0.0565,0.8276,,
simcse_repro_1epoch_s42,4100,,,,,,,,0.0015,1.0,0.0,2.2e-05,0.0378,0.8332,,
simcse_repro_1epoch_s42,4110,,,,,,,,0.0022,1.0,0.0,2.2e-05,0.0299,0.8387,,
simcse_repro_1epoch_s42,4120,,,,,,,,0.0034,1.0,0.0001,2.2e-05,0.0262,0.8318,,
simcse_repro_1epoch_s42,4130,,,,,,,,0.0036,1.0,0.0001,2.2e-05,0.0189,0.8254,,
simcse_repro_1epoch_s42,4140,,,,,,,,0.001,1.0,0.0,2.19e-05,0.0204,0.8316,,
simcse_repro_1epoch_s42,4150,,,,,,,,0.0059,1.0,0.0001,2.19e-05,0.0134,0.8254,,
simcse_repro_1epoch_s42,4160,,,,,,,,0.0006,1.0,0.0,2.19e-05,0.0127,0.8307,,
simcse_repro_1epoch_s42,4170,,,,,,,,0.0013,1.0,0.0,2.19e-05,0.0169,0.8314,,
simcse_repro_1epoch_s42,4180,,,,,,,,0.0008,1.0,0.0,2.19e-05,0.0094,0.8237,,
simcse_repro_1epoch_s42,4190,,,,,,,,0.001,1.0,0.0,2.18e-05,0.0117,0.8331,,
simcse_repro_1epoch_s42,4200,,,,,,,,0.001,1.0,0.0,2.18e-05,0.0044,0.831,,
simcse_repro_1epoch_s42,4210,,,,,,,,0.0008,1.0,0.0,2.18e-05,0.0067,0.8346,,
simcse_repro_1epoch_s42,4220,,,,,,,,0.0049,1.0,0.0001,2.18e-05,0.0058,0.8338,,
simcse_repro_1epoch_s42,4230,,,,,,,,0.0017,1.0,0.0,2.18e-05,0.005,0.8316,,
simcse_repro_1epoch_s42,4240,,,,,,,,0.0023,1.0,0.0,2.17e-05,0.0035,0.8289,,
simcse_repro_1epoch_s42,4250,,,,,,,,0.0036,1.0,0.0001,2.17e-05,0.0061,0.8284,,
simcse_repro_1epoch_s42,4260,,,,,,,,0.0008,1.0,0.0,2.17e-05,0.0067,0.8309,,
simcse_repro_1epoch_s42,4270,,,,,,,,0.0004,1.0,0.0,2.17e-05,0.0021,0.8403,,
simcse_repro_1epoch_s42,4280,,,,,,,,0.0006,1.0,0.0,2.17e-05,0.0039,0.8327,,
simcse_repro_1epoch_s42,4290,,,,,,,,0.007,1.0,0.0001,2.16e-05,0.005,0.8223,,
simcse_repro_1epoch_s42,4300,,,,,,,,0.0015,1.0,0.0,2.16e-05,0.0058,0.8367,,
simcse_repro_1epoch_s42,4310,,,,,,,,0.0006,1.0,0.0,2.16e-05,0.0012,0.8341,,
simcse_repro_1epoch_s42,4320,,,,,,,,0.0012,1.0,0.0,2.16e-05,0.0049,0.8228,,
simcse_repro_1epoch_s42,4330,,,,,,,,0.0016,1.0,0.0,2.16e-05,0.0026,0.8276,,
simcse_repro_1epoch_s42,4340,,,,,,,,0.0013,1.0,0.0,2.15e-05,0.0024,0.8315,,
simcse_repro_1epoch_s42,4350,,,,,,,,0.0007,1.0,0.0,2.15e-05,0.0014,0.8341,,
simcse_repro_1epoch_s42,4360,,,,,,,,0.0083,1.0,0.0001,2.15e-05,0.001,0.8283,,
simcse_repro_1epoch_s42,4370,,,,,,,,0.0014,1.0,0.0,2.15e-05,0.0048,0.8294,,
simcse_repro_1epoch_s42,4380,,,,,,,,0.0069,1.0,0.0001,2.15e-05,0.0006,0.8349,,
simcse_repro_1epoch_s42,4390,,,,,,,,0.0043,1.0,0.0001,2.14e-05,0.0001,0.829,,
simcse_repro_1epoch_s42,4400,,,,,,,,0.003,1.0,0.0001,2.14e-05,0.0024,0.8357,,
simcse_repro_1epoch_s42,4410,,,,,,,,0.0007,1.0,0.0,2.14e-05,0.0062,0.8311,,
simcse_repro_1epoch_s42,4420,,,,,,,,0.0019,1.0,0.0,2.14e-05,-0.0005,0.8337,,
simcse_repro_1epoch_s42,4430,,,,,,,,0.0009,1.0,0.0,2.14e-05,0.005,0.8262,,
simcse_repro_1epoch_s42,4440,,,,,,,,0.0006,1.0,0.0,2.13e-05,0.001,0.8332,,
simcse_repro_1epoch_s42,4450,,,,,,,,0.0025,1.0,0.0,2.13e-05,0.0016,0.8307,,
simcse_repro_1epoch_s42,4460,,,,,,,,0.0012,1.0,0.0,2.13e-05,0.0027,0.8307,,
simcse_repro_1epoch_s42,4470,,,,,,,,0.003,1.0,0.0001,2.13e-05,0.0016,0.8221,,
simcse_repro_1epoch_s42,4480,,,,,,,,0.0006,1.0,0.0,2.13e-05,0.0025,0.826,,
simcse_repro_1epoch_s42,4490,,,,,,,,0.0021,1.0,0.0,2.13e-05,0.0027,0.8363,,
simcse_repro_1epoch_s42,4500,,,,,,,,0.0024,1.0,0.0,2.12e-05,0.0022,0.8395,,
simcse_repro_1epoch_s42,4510,,,,,,,,0.001,1.0,0.0,2.12e-05,0.0025,0.8234,,
simcse_repro_1epoch_s42,4520,,,,,,,,0.0042,1.0,0.0001,2.12e-05,0.0035,0.8275,,
simcse_repro_1epoch_s42,4530,,,,,,,,0.0012,1.0,0.0,2.12e-05,0.0039,0.8313,,
simcse_repro_1epoch_s42,4540,,,,,,,,0.0006,1.0,0.0,2.12e-05,-0.0001,0.8329,,
simcse_repro_1epoch_s42,4550,,,,,,,,0.0056,1.0,0.0001,2.11e-05,0.001,0.833,,
simcse_repro_1epoch_s42,4560,,,,,,,,0.0004,1.0,0.0,2.11e-05,0.0018,0.8368,,
simcse_repro_1epoch_s42,4570,,,,,,,,0.0009,1.0,0.0,2.11e-05,-0.0007,0.83,,
simcse_repro_1epoch_s42,4580,,,,,,,,0.0006,1.0,0.0,2.11e-05,0.0084,0.8341,,
simcse_repro_1epoch_s42,4590,,,,,,,,0.0006,1.0,0.0,2.11e-05,0.0002,0.8299,,
simcse_repro_1epoch_s42,4600,,,,,,,,0.0008,1.0,0.0,2.1e-05,0.0024,0.832,,
simcse_repro_1epoch_s42,4610,,,,,,,,0.0012,1.0,0.0,2.1e-05,0.0061,0.8359,,
simcse_repro_1epoch_s42,4620,,,,,,,,0.0066,1.0,0.0001,2.1e-05,0.0007,0.8289,,
simcse_repro_1epoch_s42,4630,,,,,,,,0.0011,1.0,0.0,2.1e-05,-0.0024,0.8313,,
simcse_repro_1epoch_s42,4640,,,,,,,,0.0032,1.0,0.0,2.1e-05,0.0001,0.8241,,
simcse_repro_1epoch_s42,4650,,,,,,,,0.0007,1.0,0.0,2.09e-05,0.0016,0.8322,,
simcse_repro_1epoch_s42,4660,,,,,,,,0.0007,1.0,0.0,2.09e-05,0.0007,0.8412,,
simcse_repro_1epoch_s42,4670,,,,,,,,0.001,1.0,0.0,2.09e-05,0.0057,0.8267,,
simcse_repro_1epoch_s42,4680,,,,,,,,0.0013,1.0,0.0,2.09e-05,0.0021,0.8335,,
simcse_repro_1epoch_s42,4690,,,,,,,,0.0011,1.0,0.0,2.09e-05,0.0059,0.8402,,
simcse_repro_1epoch_s42,4700,,,,,,,,0.002,1.0,0.0001,2.08e-05,0.0255,0.8308,,
simcse_repro_1epoch_s42,4710,,,,,,,,0.0024,1.0,0.0001,2.08e-05,0.0581,0.8272,,
simcse_repro_1epoch_s42,4720,,,,,,,,0.0026,1.0,0.0001,2.08e-05,0.0441,0.83,,
simcse_repro_1epoch_s42,4730,,,,,,,,0.0016,1.0,0.0,2.08e-05,0.0365,0.8289,,
simcse_repro_1epoch_s42,4740,,,,,,,,0.004,1.0,0.0001,2.08e-05,0.0242,0.8288,,
simcse_repro_1epoch_s42,4750,,,,,,,,0.0014,1.0,0.0,2.07e-05,0.0196,0.8271,,
simcse_repro_1epoch_s42,4760,,,,,,,,0.0008,1.0,0.0,2.07e-05,0.0164,0.8335,,
