run,step,H_p_bar_t,H_pt,KL_pt_ps,L_iso,L_iso_cov,L_iso_mean,batch_KL,grad_norm_total,infonce_acc,loss,lr,neg_cos,pos_cos,teacher_momentum,teacher_temp
simcse_repro_1epoch_s42,4770,,,,,,,,0.0086,1.0,0.0001,2.07e-05,0.0117,0.8351,,
simcse_repro_1epoch_s42,4780,,,,,,,,0.0007,1.0,0.0,2.07e-05,0.0084,0.8293,,
simcse_repro_1epoch_s42,4790,,,,,,,,0.0007,1.0,0.0,2.07e-05,0.0091,0.8272,,
simcse_repro_1epoch_s42,4800,,,,,,,,0.0011,1.0,0.0,2.06e-05,0.0168,0.8269,,
simcse_repro_1epoch_s42,4810,,,,,,,,0.0008,1.0,0.0,2.06e-05,0.0126,0.8196,,
simcse_repro_1epoch_s42,4820,,,,,,,,0.0017,1.0,0.0,2.06e-05,0.0158,0.8271,,
simcse_repro_1epoch_s42,4830,,,,,,,,0.0009,1.0,0.0,2.06e-05,0.0104,0.8314,,
simcse_repro_1epoch_s42,4840,,,,,,,,0.0011,1.0,0.0,2.06e-05,0.01,0.8202,,
simcse_repro_1epoch_s42,4850,,,,,,,,0.0035,1.0,0.0001,2.06e-05,0.0072,0.8266,,
simcse_repro_1epoch_s42,4860,,,,,,,,0.005,1.0,0.0001,2.05e-05,0.0101,0.8297,,
simcse_repro_1epoch_s42,4870,,,,,,,,0.008,1.0,0.0002,2.05e-05,0.1349,0.8479,,
simcse_repro_1epoch_s42,4880,,,,,,,,0.0133,1.0,0.0003,2.05e-05,0.1328,0.837,,
simcse_repro_1epoch_s42,4890,,,,,,,,0.0161,1.0,0.0003,2.05e-05,0.1121,0.8366,,
simcse_repro_1epoch_s42,4900,,,,,,,,0.0042,1.0,0.0001,2.05e-05,0.0706,0.8288,,
simcse_repro_1epoch_s42,4910,,,,,,,,0.0066,1.0,0.0001,2.04e-05,0.0555,0.8388,,
simcse_repro_1epoch_s42,4920,,,,,,,,0.0466,1.0,0.0004,2.04e-05,0.0427,0.8283,,
simcse_repro_1epoch_s42,4930,,,,,,,,0.0051,1.0,0.0001,2.04e-05,0.0326,0.8248,,
simcse_repro_1epoch_s42,4940,,,,,,,,0.0023,1.0,0.0001,2.04e-05,0.038,0.8276,,
simcse_repro_1epoch_s42,4950,,,,,,,,0.0082,1.0,0.0001,2.04e-05,0.0287,0.8334,,
simcse_repro_1epoch_s42,4960,,,,,,,,0.0016,1.0,0.0001,2.03e-05,0.0231,0.8321,,
simcse_repro_1epoch_s42,4970,,,,,,,,0.0017,1.0,0.0,2.03e-05,0.0217,0.8355,,
simcse_repro_1epoch_s42,4980,,,,,,,,0.0027,1.0,0.0001,2.03e-05,0.0195,0.826,,
simcse_repro_1epoch_s42,4990,,,,,,,,0.0016,1.0,0.0001,2.03e-05,0.0235,0.8216,,
simcse_repro_1epoch_s42,5000,,,,,,,,0.0149,1.0,0.0002,2.03e-05,0.0237,0.8214,,
simcse_repro_1epoch_s42,5010,,,,,,,,0.005,1.0,0.0001,2.02e-05,0.0214,0.8249,,
simcse_repro_1epoch_s42,5020,,,,,,,,0.0012,1.0,0.0,2.02e-05,0.0162,0.8282,,
simcse_repro_1epoch_s42,5030,,,,,,,,0.007,1.0,0.0001,2.02e-05,0.0181,0.8208,,
simcse_repro_1epoch_s42,5040,,,,,,,,0.0115,1.0,0.0001,2.02e-05,0.017,0.8316,,
simcse_repro_1epoch_s42,5050,,,,,,,,0.0137,1.0,0.0001,2.02e-05,0.0105,0.8151,,
simcse_repro_1epoch_s42,5060,,,,,,,,0.0067,1.0,0.0001,2.01e-05,0.0119,0.8201,,
simcse_repro_1epoch_s42,5070,,,,,,,,0.0031,1.0,0.0001,2.01e-05,0.0123,0.8218,,
simcse_repro_1epoch_s42,5080,,,,,,,,0.0325,1.0,0.0002,2.01e-05,0.0129,0.8238,,
simcse_repro_1epoch_s42,5090,,,,,,,,0.0021,1.0,0.0001,2.01e-05,0.0105,0.8183,,
simcse_repro_1epoch_s42,5100,,,,,,,,0.0033,1.0,0.0001,2.01e-05,0.0129,0.8215,,
simcse_repro_1epoch_s42,5110,,,,,,,,0.0015,1.0,0.0,2e-05,0.0115,0.8197,,
simcse_repro_1epoch_s42,5120,,,,,,,,0.0009,1.0,0.0,2e-05,0.0135,0.8296,,
simcse_repro_1epoch_s42,5130,,,,,,,,0.0012,1.0,0.0,2e-05,0.0074,0.8207,,
simcse_repro_1epoch_s42,5140,,,,,,,,0.0027,1.0,0.0001,2e-05,0.0081,0.8214,,
simcse_repro_1epoch_s42,5150,,,,,,,,0.0032,1.0,0.0001,2e-05,0.0054,0.8305,,
simcse_repro_1epoch_s42,5160,,,,,,,,0.0109,1.0,0.0001,1.99e-05,0.006,0.8155,,
simcse_repro_1epoch_s42,5170,,,,,,,,0.0011,1.0,0.0,1.99e-05,0.0078,0.8309,,
simcse_repro_1epoch_s42,5180,,,,,,,,0.0021,1.0,0.0001,1.99e-05,0.0065,0.8229,,
simcse_repro_1epoch_s42,5190,,,,,,,,0.0012,1.0,0.0,1.99e-05,0.0113,0.8312,,
simcse_repro_1epoch_s42,5200,,,,,,,,0.0025,1.0,0.0,1.99e-05,0.0081,0.8284,,
simcse_repro_1epoch_s42,5210,,,,,,,,0.0011,1.0,0.0,1.98e-05,0.0143,0.828,,
simcse_repro_1epoch_s42,5220,,,,,,,,0.006,1.0,0.0001,1.98e-05,0.0152,0.8201,,
simcse_repro_1epoch_s42,5230,,,,,,,,0.0027,1.0,0.0001,1.98e-05,0.0112,0.8247,,
simcse_repro_1epoch_s42,5240,,,,,,,,0.0013,1.0,0.0,1.98e-05,0.0076,0.832,,
simcse_repro_1epoch_s42,5250,,,,,,,,0.0009,1.0,0.0,1.98e-05,0.0072,0.8316,,
simcse_repro_1epoch_s42,5260,,,,,,,,0.001,1.0,0.0,1.98e-05,0.0038,0.8257,,
simcse_repro_1epoch_s42,5270,,,,,,,,0.0016,1.0,0.0,1.97e-05,0.0073,0.8229,,
simcse_repro_1epoch_s42,5280,,,,,,,,0.0008,1.0,0.0,1.97e-05,0.0017,0.8287,,
simcse_repro_1epoch_s42,5290,,,,,,,,0.0018,1.0,0.0,1.97e-05,0.0075,0.82,,
simcse_repro_1epoch_s42,5300,,,,,,,,0.002,1.0,0.0,1.97e-05,0.0055,0.8256,,
simcse_repro_1epoch_s42,5310,,,,,,,,0.0025,1.0,0.0001,1.97e-05,0.0071,0.8126,,
simcse_repro_1epoch_s42,5320,,,,,,,,0.0012,1.0,0.0,1.96e-05,0.0069,0.8282,,
simcse_repro_1epoch_s42,5330,,,,,,,,0.0108,1.0,0.0001,1.96e-05,0.0064,0.8284,,
simcse_repro_1epoch_s42,5340,,,,,,,,0.0018,1.0,0.0,1.96e-05,0.0055,0.8201,,
simcse_repro_1epoch_s42,5350,,,,,,,,0.0011,1.0,0.0,1.96e-05,0.0013,0.8273,,
simcse_repro_1epoch_s42,5360,,,,,,,,0.0027,1.0,0.0001,1.96e-05,0.0029,0.8101,,
simcse_repro_1epoch_s42,5370,,,,,,,,0.0013,1.0,0.0,1.95e-05,0.0038,0.8184,,
simcse_repro_1epoch_s42,5380,,,,,,,,0.0014,1.0,0.0,1.95e-05,0.0065,0.8248,,
simcse_repro_1epoch_s42,5390,,,,,,,,0.0182,1.0,0.0002,1.95e-05,0.0072,0.83,,
simcse_repro_1epoch_s42,5400,,,,,,,,0.0007,1.0,0.0,1.95e-05,0.0005,0.8277,,
simcse_repro_1epoch_s42,5410,,,,,,,,0.0013,1.0,0.0,1.95e-05,0.0016,0.8279,,
simcse_repro_1epoch_s42,5420,,,,,,,,0.0025,1.0,0.0,1.94e-05,0.005,0.8325,,
simcse_repro_1epoch_s42,5430,,,,,,,,0.0012,1.0,0.0,1.94e-05,0.0007,0.8217,,
simcse_repro_1epoch_s42,5440,,,,,,,,0.001,1.0,0.0,1.94e-05,0.0025,0.8272,,
simcse_repro_1epoch_s42,5450,,,,,,,,0.0024,1.0,0.0,1.94e-05,0.0003,0.8271,,
simcse_repro_1epoch_s42,5460,,,,,,,,0.0005,1.0,0.0,1.94e-05,0.0029,0.8259,,
simcse_repro_1epoch_s42,5470,,,,,,,,0.0038,1.0,0.0001,1.93e-05,0.004,0.8298,,
simcse_repro_1epoch_s42,5480,,,,,,,,0.0039,1.0,0.0001,1.93e-05,0.0031,0.8236,,
simcse_repro_1epoch_s42,5490,,,,,,,,0.021,1.0,0.0002,1.93e-05,0.0052,0.8158,,
simcse_repro_1epoch_s42,5500,,,,,,,,0.0016,1.0,0.0,1.93e-05,0.003,0.8237,,
simcse_repro_1epoch_s42,5510,,,,,,,,0.0012,1.0,0.0,1.93e-05,-0.0006,0.8309,,
simcse_repro_1epoch_s42,5520,,,,,,,,0.004,1.0,0.0,1.92e-05,0.0062,0.8337,,
simcse_repro_1epoch_s42,5530,,,,,,,,0.0018,1.0,0.0,1.92e-05,0.0044,0.8179,,
simcse_repro_1epoch_s42,5540,,,,,,,,0.0063,1.0,0.0001,1.92e-05,0.0003,0.8291,,
simcse_repro_1epoch_s42,5550,,,,,,,,0.0021,1.0,0.0,1.92e-05,0.0024,0.8229,,
simcse_repro_1epoch_s42,5560,,,,,,,,0.0009,1.0,0.0,1.92e-05,0.0017,0.8336,,
simcse_repro_1epoch_s42,5570,,,,,,,,0.0025,1.0,0.0001,1.91e-05,0.0032,0.8262,,
simcse_repro_1epoch_s42,5580,,,,,,,,0.0021,1.0,0.0,1.91e-05,0.0013,0.8301,,
simcse_repro_1epoch_s42,5590,,,,,,,,0.001,1.0,0.0,1.91e-05,-0.0011,0.8282,,
simcse_repro_1epoch_s42,5600,,,,,,,,0.0008,1.0,0.0,1.91e-05,0.002,0.8299,,
simcse_repro_1epoch_s42,5610,,,,,,,,0.0008,1.0,0.0,1.91e-05,0.0009,0.8282,,
simcse_repro_1epoch_s42,5620,,,,,,,,0.0019,1.0,0.0,1.91e-05,0.0003,0.8243,,
simcse_repro_1epoch_s42,5630,,,,,,,,0.0457,1.0,0.0001,1.9e-05,0.0009,0.8182,,
simcse_repro_1epoch_s42,5640,,,,,,,,0.0031,1.0,0.0001,1.9e-05,0.0031,0.8258,,
simcse_repro_1epoch_s42,5650,,,,,,,,0.0005,1.0,0.0,1.9e-05,0.0036,0.8297,,
simcse_repro_1epoch_s42,5660,,,,,,,,0.0007,1.0,0.0,1.9e-05,-0.0012,0.8253,,
simcse_repro_1epoch_s42,5670,,,,,,,,0.001,1.0,0.0,1.9e-05,0.0028,0.8316,,
simcse_repro_1epoch_s42,5680,,,,,,,,0.0024,1.0,0.0,1.89e-05,0.0024,0.819,,
simcse_repro_1epoch_s42,5690,,,,,,,,0.0011,1.0,0.0,1.89e-05,0.0011,0.8322,,
simcse_repro_1epoch_s42,5700,,,,,,,,0.0052,1.0,0.0,1.89e-05,0.0002,0.8222,,
simcse_repro_1epoch_s42,5710,,,,,,,,0.0006,1.0,0.0,1.89e-05,0.0011,0.83,,
simcse_repro_1epoch_s42,5720,,,,,,,,0.0043,1.0,0.0001,1.89e-05,0.0011,0.8202,,
simcse_repro_1epoch_s42,5730,,,,,,,,0.0013,1.0,0.0,1.88e-05,0.0,0.8296,,
simcse_repro_1epoch_s42,5740,,,,,,,,0.0027,1.0,0.0,1.88e-05,0.0024,0.829,,
simcse_repro_1epoch_s42,5750,,,,,,,,0.0012,1.0,0.0,1.88e-05,0.0018,0.8214,,
simcse_repro_1epoch_s42,5760,,,,,,,,0.0015,1.0,0.0,1.88e-05,0.0047,0.827,,
simcse_repro_1epoch_s42,5770,,,,,,,,0.0022,1.0,0.0,1.88e-05,0.0001,0.8239,,
simcse_repro_1epoch_s42,5780,,,,,,,,0.0021,1.0,0.0001,1.87e-05,-0.0002,0.8214,,
simcse_repro_1epoch_s42,5790,,,,,,,,0.0045,1.0,0.0001,1.87e-05,0.0048,0.8331,,
simcse_repro_1epoch_s42,5800,,,,,,,,0.0012,1.0,0.0,1.87e-05,0.007,0.8283,,
simcse_repro_1epoch_s42,5810,,,,,,,,0.0048,1.0,0.0001,1.87e-05,0.0051,0.83,,
simcse_repro_1epoch_s42,5820,,,,,,,,0.0007,1.0,0.0,1.87e-05,0.0056,0.83,,
simcse_repro_1epoch_s42,5830,,,,,,,,0.0008,1.0,0.0,1.86e-05,0.0011,0.8359,,
simcse_repro_1epoch_s42,5840,,,,,,,,0.0204,1.0,0.0002,1.86e-05,0.0021,0.8313,,
simcse_repro_1epoch_s42,5850,,,,,,,,0.0008,1.0,0.0,1.86e-05,0.0068,0.8306,,
simcse_repro_1epoch_s42,5860,,,,,,,,0.0019,1.0,0.0,1.86e-05,0.0021,0.8245,,
simcse_repro_1epoch_s42,5870,,,,,,,,0.0011,1.0,0.0,1.86e-05,0.0087,0.8291,,
simcse_repro_1epoch_s42,5880,,,,,,,,0.0062,1.0,0.0001,1.85e-05,0.0013,0.8403,,
simcse_repro_1epoch_s42,5890,,,,,,,,0.0007,1.0,0.0,1.85e-05,0.0052,0.8323,,
simcse_repro_1epoch_s42,5900,,,,,,,,0.0015,1.0,0.0,1.85e-05,0.0037,0.8332,,
simcse_repro_1epoch_s42,5910,,,,,,,,0.0052,1.0,0.0,1.85e-05,0.0035,0.8261,,
simcse_repro_1epoch_s42,5920,,,,,,,,0.0006,1.0,0.0,1.85e-05,0.0056,0.8404,,
simcse_repro_1epoch_s42,5930,,,,,,,,0.0007,1.0,0.0,1.84e-05,0.0007,0.8283,,
simcse_repro_1epoch_s42,5940,,,,,,,,0.0006,1.0,0.0,1.84e-05,0.0128,0.8344,,
simcse_repro_1epoch_s42,5950,,,,,,,,0.0044,1.0,0.0001,1.84e-05,0.005,0.825,,
simcse_repro_1epoch_s42,5960,,,,,,,,0.0009,1.0,0.0,1.84e-05,0.0023,0.8352,,
simcse_repro_1epoch_s42,5970,,,,,,,,0.001,1.0,0.0,1.84e-05,0.0039,0.8286,,
simcse_repro_1epoch_s42,5980,,,,,,,,0.0014,1.0,0.0,1.83e-05,0.0039,0.83,,
simcse_repro_1epoch_s42,5990,,,,,,,,0.001,1.0,0.0,1.83e-05,0.0036,0.8243,,
simcse_repro_1epoch_s42,6000,,,,,,,,0.0011,1.0,0.0,1.83e-05,0.0048,0.8318,,
simcse_repro_1epoch_s42,6010,,,,,,,,0.0011,1.0,0.0,1.83e-05,0.0016,0.8267,,
simcse_repro_1epoch_s42,6020,,,,,,,,0.0018,1.0,0.0,1.83e-05,0.0026,0.8259,,
simcse_repro_1epoch_s42,6030,,,,,,,,0.0006,1.0,0.0,1.83e-05,-0.0013,0.8373,,
simcse_repro_1epoch_s42,6040,,,,,,,,0.0036,1.0,0.0,1.82e-05,0.0017,0.8329,,
simcse_repro_1epoch_s42,6050,,,,,,,,0.0013,1.0,0.0,1.82e-05,0.0016,0.8404,,
simcse_repro_1epoch_s42,6060,,,,,,,,0.0014,1.0,0.0,1.82e-05,0.0005,0.8302,,
simcse_repro_1epoch_s42,6070,,,,,,,,0.0026,1.0,0.0,1.82e-05,-0.0003,0.8364,,
simcse_repro_1epoch_s42,6080,,,,,,,,0.0009,1.0,0.0,1.82e-05,0.0037,0.8293,,
simcse_repro_1epoch_s42,6090,,,,,,,,0.001,1.0,0.0,1.81e-05,0.0014,0.8277,,
simcse_repro_1epoch_s42,6100,,,,,,,,0.0009,1.0,0.0,1.81e-05,0.0041,0.8406,,
simcse_repro_1epoch_s42,6110,,,,,,,,0.0016,1.0,0.0,1.81e-05,0.0001,0.8298,,
simcse_repro_1epoch_s42,6120,,,,,,,,0.002,1.0,0.0,1.81e-05,0.0013,0.8285,,
simcse_repro_1epoch_s42,6130,,,,,,,,0.0013,1.0,0.0,1.81e-05,-0.0,0.8402,,
simcse_repro_1epoch_s42,6140,,,,,,,,0.0006,1.0,0.0,1.8e-05,0.0036,0.8329,,
simcse_repro_1epoch_s42,6150,,,,,,,,0.0013,1.0,0.0,1.8e-05,0.0045,0.8361,,
simcse_repro_1epoch_s42,6160,,,,,,,,0.0008,1.0,0.0,1.8e-05,0.0037,0.8328,,
simcse_repro_1epoch_s42,6170,,,,,,,,0.0008,1.0,0.0,1.8e-05,0.005,0.8315,,
simcse_repro_1epoch_s42,6180,,,,,,,,0.0005,1.0,0.0,1.8e-05,-0.0003,0.8366,,
simcse_repro_1epoch_s42,6190,,,,,,,,0.0006,1.0,0.0,1.79e-05,-0.0001,0.8357,,
simcse_repro_1epoch_s42,6200,,,,,,,,0.0018,1.0,0.0,1.79e-05,0.0014,0.8367,,
simcse_repro_1epoch_s42,6210,,,,,,,,0.001,1.0,0.0,1.79e-05,0.0015,0.8344,,
simcse_repro_1epoch_s42,6220,,,,,,,,0.0009,1.0,0.0,1.79e-05,-0.0006,0.837,,
simcse_repro_1epoch_s42,6230,,,,,,,,0.0008,1.0,0.0,1.79e-05,0.0019,0.8349,,
simcse_repro_1epoch_s42,6240,,,,,,,,0.0008,1.0,0.0,1.78e-05,0.0016,0.8375,,
simcse_repro_1epoch_s42,6250,,,,,,,,0.0052,1.0,0.0001,1.78e-05,0.0012,0.8309,,
simcse_repro_1epoch_s42,6260,,,,,,,,0.0007,1.0,0.0,1.78e-05,-0.0004,0.8385,,
simcse_repro_1epoch_s42,6270,,,,,,,,0.0016,1.0,0.0,1.78e-05,-0.0012,0.839,,
simcse_repro_1epoch_s42,6280,,,,,,,,0.0013,1.0,0.0,1.78e-05,0.0023,0.8264,,
simcse_repro_1epoch_s42,6290,,,,,,,,0.0007,1.0,0.0,1.77e-05,-0.0002,0.8323,,
simcse_repro_1epoch_s42,6300,,,,,,,,0.0005,1.0,0.0,1.77e-05,-0.0007,0.835,,
simcse_repro_1epoch_s42,6310,,,,,,,,0.0007,1.0,0.0,1.77e-05,0.0033,0.8434,,
simcse_repro_1epoch_s42,6320,,,,,,,,0.0009,1.0,0.0,1.77e-05,-0.0007,0.8281,,
simcse_repro_1epoch_s42,6330,,,,,,,,0.0018,1.0,0.0,1.77e-05,0.0052,0.8299,,
simcse_repro_1epoch_s42,6340,,,,,,,,0.0007,1.0,0.0,1.76e-05,0.0051,0.8392,,
simcse_repro_1epoch_s42,6350,,,,,,,,0.0022,1.0,0.0,1.76e-05,0.0008,0.8426,,
simcse_repro_1epoch_s42,6360,,,,,,,,0.0017,1.0,0.0,1.76e-05,0.0061,0.8342,,
simcse_repro_1epoch_s42,6370,,,,,,,,0.0005,1.0,0.0,1.76e-05,0.0042,0.8344,,
simcse_repro_1epoch_s42,6380,,,,,,,,0.0014,1.0,0.0,1.76e-05,0.0052,0.8376,,
simcse_repro_1epoch_s42,6390,,,,,,,,0.001,1.0,0.0,1.76e-05,0.0166,0.8347,,
simcse_repro_1epoch_s42,6400,,,,,,,,0.0015,1.0,0.0,1.75e-05,0.0233,0.8268,,
simcse_repro_1epoch_s42,6410,,,,,,,,0.0009,1.0,0.0,1.75e-05,0.0271,0.8379,,
simcse_repro_1epoch_s42,6420,,,,,,,,0.0008,1.0,0.0,1.75e-05,0.017,0.8328,,
simcse_repro_1epoch_s42,6430,,,,,,,,0.0012,1.0,0.0,1.75e-05,0.0094,0.8297,,
simcse_repro_1epoch_s42,6440,,,,,,,,0.0014,1.0,0.0,1.75e-05,0.016,0.8262,,
simcse_repro_1epoch_s42,6450,,,,,,,,0.0007,1.0,0.0,1.74e-05,0.0059,0.8243,,
simcse_repro_1epoch_s42,6460,,,,,,,,0.0015,1.0,0.0,1.74e-05,0.0027,0.8375,,
simcse_repro_1epoch_s42,6470,,,,,,,,0.0018,1.0,0.0,1.74e-05,0.007,0.8272,,
simcse_repro_1epoch_s42,6480,,,,,,,,0.0009,1.0,0.0,1.74e-05,0.0054,0.8318,,
simcse_repro_1epoch_s42,6490,,,,,,,,0.0007,1.0,0.0,1.74e-05,0.0101,0.8308,,
simcse_repro_1epoch_s42,6500,,,,,,,,0.0004,1.0,0.0,1.73e-05,0.0018,0.8352,,
simcse_repro_1epoch_s42,6510,,,,,,,,0.0018,1.0,0.0,1.73e-05,0.0064,0.8341,,
simcse_repro_1epoch_s42,6520,,,,,,,,0.0012,1.0,0.0,1.73e-05,0.0086,0.8353,,
simcse_repro_1epoch_s42,6530,,,,,,,,0.0015,1.0,0.0,1.73e-05,0.0042,0.8313,,
simcse_repro_1epoch_s42,6540,,,,,,,,0.0025,1.0,0.0,1.73e-05,0.0063,0.844,,
simcse_repro_1epoch_s42,6550,,,,,,,,0.0008,1.0,0.0,1.72e-05,0.0049,0.8308,,
simcse_repro_1epoch_s42,6560,,,,,,,,0.0023,1.0,0.0,1.72e-05,0.005,0.8346,,
simcse_repro_1epoch_s42,6570,,,,,,,,0.0008,1.0,0.0,1.72e-05,0.0066,0.8341,,
simcse_repro_1epoch_s42,6580,,,,,,,,0.0006,1.0,0.0,1.72e-05,0.0059,0.8411,,
simcse_repro_1epoch_s42,6590,,,,,,,,0.0007,1.0,0.0,1.72e-05,0.0058,0.8407,,
simcse_repro_1epoch_s42,6600,,,,,,,,0.0014,1.0,0.0,1.71e-05,0.0073,0.8359,,
simcse_repro_1epoch_s42,6610,,,,,,,,0.0024,1.0,0.0,1.71e-05,0.0048,0.8365,,
simcse_repro_1epoch_s42,6620,,,,,,,,0.0009,1.0,0.0,1.71e-05,0.0069,0.8393,,
simcse_repro_1epoch_s42,6630,,,,,,,,0.0038,1.0,0.0001,1.71e-05,0.0024,0.8375,,
simcse_repro_1epoch_s42,6640,,,,,,,,0.0004,1.0,0.0,1.71e-05,0.001,0.8333,,
simcse_repro_1epoch_s42,6650,,,,,,,,0.0006,1.0,0.0,1.7e-05,0.0034,0.8353,,
simcse_repro_1epoch_s42,6660,,,,,,,,0.0007,1.0,0.0,1.7e-05,0.0054,0.8328,,
simcse_repro_1epoch_s42,6670,,,,,,,,0.003,1.0,0.0,1.7e-05,0.0027,0.833,,
simcse_repro_1epoch_s42,6680,,,,,,,,0.0016,1.0,0.0,1.7e-05,0.0114,0.8341,,
simcse_repro_1epoch_s42,6690,,,,,,,,0.0007,1.0,0.0,1.7e-05,0.0055,0.8299,,
simcse_repro_1epoch_s42,6700,,,,,,,,0.0007,1.0,0.0,1.69e-05,0.008,0.8314,,
simcse_repro_1epoch_s42,6710,,,,,,,,0.0007,1.0,0.0,1.69e-05,0.0099,0.8392,,
simcse_repro_1epoch_s42,6720,,,,,,,,0.0005,1.0,0.0,1.69e-05,0.0028,0.84,,
simcse_repro_1epoch_s42,6730,,,,,,,,0.0007,1.0,0.0,1.69e-05,0.001,0.8283,,
simcse_repro_1epoch_s42,6740,,,,,,,,0.0004,1.0,0.0,1.69e-05,-0.0027,0.8351,,
simcse_repro_1epoch_s42,6750,,,,,,,,0.0012,1.0,0.0,1.68e-05,0.0033,0.8404,,
simcse_repro_1epoch_s42,6760,,,,,,,,0.0008,1.0,0.0,1.68e-05,0.0103,0.8344,,
simcse_repro_1epoch_s42,6770,,,,,,,,0.0006,1.0,0.0,1.68e-05,0.0101,0.8383,,
simcse_repro_1epoch_s42,6780,,,,,,,,0.0013,1.0,0.0,1.68e-05,0.0068,0.8387,,
simcse_repro_1epoch_s42,6790,,,,,,,,0.0027,1.0,0.0,1.68e-05,0.0079,0.8252,,
simcse_repro_1epoch_s42,6800,,,,,,,,0.0012,1.0,0.0,1.68e-05,0.0043,0.8333,,
simcse_repro_1epoch_s42,6810,,,,,,,,0.0006,1.0,0.0,1.67e-05,0.0026,0.8414,,
simcse_repro_1epoch_s42,6820,,,,,,,,0.0014,1.0,0.0,1.67e-05,0.0377,0.8444,,
simcse_repro_1epoch_s42,6830,,,,,,,,0.0096,1.0,0.0002,1.67e-05,0.1264,0.8575,,
simcse_repro_1epoch_s42,6840,,,,,,,,0.0024,1.0,0.0001,1.67e-05,0.0772,0.8586,,
simcse_repro_1epoch_s42,6850,,,,,,,,0.0015,1.0,0.0001,1.67e-05,0.0492,0.8479,,
simcse_repro_1epoch_s42,6860,,,,,,,,0.0021,1.0,0.0001,1.66e-05,0.038,0.8451,,
simcse_repro_1epoch_s42,6870,,,,,,,,0.0081,1.0,0.0001,1.66e-05,0.0259,0.8456,,
simcse_repro_1epoch_s42,6880,,,,,,,,0.0009,1.0,0.0,1.66e-05,0.0231,0.8469,,
simcse_repro_1epoch_s42,6890,,,,,,,,0.0026,1.0,0.0001,1.66e-05,0.0182,0.8368,,
simcse_repro_1epoch_s42,6900,,,,,,,,0.0015,1.0,0.0,1.66e-05,0.0183,0.8463,,
simcse_repro_1epoch_s42,6910,,,,,,,,0.0008,1.0,0.0,1.65e-05,0.0147,0.8426,,
simcse_repro_1epoch_s42,6920,,,,,,,,0.0018,1.0,0.0,1.65e-05,0.014,0.8412,,
simcse_repro_1epoch_s42,6930,,,,,,,,0.0018,1.0,0.0,1.65e-05,0.0265,0.8375,,
simcse_repro_1epoch_s42,6940,,,,,,,,0.005,1.0,0.0001,1.65e-05,0.061,0.8432,,
simcse_repro_1epoch_s42,6950,,,,,,,,0.0034,1.0,0.0001,1.65e-05,0.0566,0.84,,
simcse_repro_1epoch_s42,6960,,,,,,,,0.0037,1.0,0.0001,1.64e-05,0.0445,0.8304,,
simcse_repro_1epoch_s42,6970,,,,,,,,0.0058,1.0,0.0001,1.64e-05,0.0355,0.8297,,
simcse_repro_1epoch_s42,6980,,,,,,,,0.0009,1.0,0.0,1.64e-05,0.027,0.8367,,
simcse_repro_1epoch_s42,6990,,,,,,,,0.0031,1.0,0.0001,1.64e-05,0.0235,0.8361,,
simcse_repro_1epoch_s42,7000,,,,,,,,0.0008,1.0,0.0,1.64e-05,0.0243,0.8416,,
simcse_repro_1epoch_s42,7010,,,,,,,,0.001,1.0,0.0,1.63e-05,0.0258,0.8362,,
simcse_repro_1epoch_s42,7020,,,,,,,,0.0014,1.0,0.0,1.63e-05,0.0232,0.8357,,
simcse_repro_1epoch_s42,7030,,,,,,,,0.0018,1.0,0.0,1.63e-05,0.0217,0.838,,
simcse_repro_1epoch_s42,7040,,,,,,,,0.001,1.0,0.0,1.63e-05,0.0107,0.84,,
simcse_repro_1epoch_s42,7050,,,,,,,,0.001,1.0,0.0,1.63e-05,0.0119,0.8386,,
simcse_repro_1epoch_s42,7060,,,,,,,,0.0027,1.0,0.0,1.62e-05,0.0145,0.8341,,
simcse_repro_1epoch_s42,7070,,,,,,,,0.0147,1.0,0.0001,1.62e-05,0.0102,0.828,,
simcse_repro_1epoch_s42,7080,,,,,,,,0.0005,1.0,0.0,1.62e-05,0.0073,0.8348,,
simcse_repro_1epoch_s42,7090,,,,,,,,0.0006,1.0,0.0,1.62e-05,0.0103,0.8401,,
simcse_repro_1epoch_s42,7100,,,,,,,,0.0014,1.0,0.0,1.62e-05,0.0047,0.8411,,
simcse_repro_1epoch_s42,7110,,,,,,,,0.0014,1.0,0.0,1.61e-05,0.0084,0.8337,,
simcse_repro_1epoch_s42,7120,,,,,,,,0.0016,1.0,0.0,1.61e-05,0.0108,0.8324,,
simcse_repro_1epoch_s42,7130,,,,,,,,0.0011,1.0,0.0,1.61e-05,0.0058,0.8309,,
simcse_repro_1epoch_s42,7140,,,,,,,,0.0046,1.0,0.0001,1.61e-05,0.004,0.8307,,
simcse_repro_1epoch_s42,7150,,,,,,,,0.0022,1.0,0.0,1.61e-05,0.0002,0.8315,,
simcse_repro_1epoch_s42,7160,,,,,,,,0.0014,1.0,0.0,1.61e-05,0.0038,0.8375,,
simcse_repro_1epoch_s42,7170,,,,,,,,0.0009,1.0,0.0,1.6e-05,0.0046,0.8368,,
simcse_repro_1epoch_s42,7180,,,,,,,,0.0005,1.0,0.0,1.6e-05,0.0041,0.837,,
simcse_repro_1epoch_s42,7190,,,,,,,,0.0007,1.0,0.0,1.6e-05,0.0051,0.8338,,
